what,kind,bundleId,bundleVersion,description,time
error,log,,,"Error while loading editor",1331432742881
opened,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1331432743034
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1331432743748
started,bundle,org.eclipse.jem.workbench,2.0.400.v201104251400,"org.eclipse.jem.workbench",1331432745032
started,bundle,org.eclipse.wst.internet.cache,1.0.400.v201004280700,"org.eclipse.wst.internet.cache",1331432745546
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331432749507
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331433080490
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1331433080551
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1331433083276
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1331433084085
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331433090252
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331433219585
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1331433224081
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331433241373
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331433338226
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1331433341970
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331433343924
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331433413436
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331433415453
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1331433438806
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1331433439913
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1331433453430
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1331433454905
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331433474131
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.newWizard",1331433474261
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1331433474561
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1331433474689
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331433487619
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331433487790
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1331433491083
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.format",1331433493124
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331433497695
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331433515499
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1331433518188
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1331433520648
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1331433521634
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.format",1331433522675
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1331433523355
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331433525660
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331433528701
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1331433531322
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.format",1331433531873
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1331433532355
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331433534448
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331433542313
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1331433545250
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.delete.line",1331433554360
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.delete.line",1331433555410
