what,kind,bundleId,bundleVersion,description,time
started,bundle,org.tigris.subversion.clientadapter,1.8.0,"org.tigris.subversion.clientadapter",1331270601777
started,bundle,org.tigris.subversion.subclipse.core,1.8.2,"org.tigris.subversion.subclipse.core",1331270601778
started,bundle,org.tigris.subversion.subclipse.mylyn,3.0.0,"org.tigris.subversion.subclipse.mylyn",1331270601784
started,bundle,org.tigris.subversion.subclipse.ui,1.8.2,"org.tigris.subversion.subclipse.ui",1331270601798
started,bundle,org.eclipse.egit.core,1.1.0.201109151100-r,"org.eclipse.egit.core",1331270601958
started,bundle,org.eclipse.egit.ui,1.1.0.201109151100-r,"org.eclipse.egit.ui",1331270602017
started,bundle,org.eclipse.jgit,1.1.0.201109151100-r,"org.eclipse.jgit",1331270602018
started,bundle,org.eclipse.mylyn.github.ui,1.1.0.201109151100-r,"org.eclipse.mylyn.github.ui",1331270602026
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.4.v20111117-0100,"org.eclipse.mylyn.tasks.ui",1331270602047
started,bundle,com.android.ide.eclipse.ddms,16.0.1.v201112150204-238534,"com.android.ide.eclipse.ddms",1331270602073
os,sysinfo,,,"macosx",1331270602079
arch,sysinfo,,,"x86_64",1331270602079
ws,sysinfo,,,"cocoa",1331270602079
locale,sysinfo,,,"en_US",1331270602079
processors,sysinfo,,,"4",1331270602079
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1331270602079
java.runtime.version,sysinfo,,,"1.6.0_29-b11-402-11D50d",1331270602079
java.specification.name,sysinfo,,,"Java Platform API Specification",1331270602079
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1331270602079
java.specification.version,sysinfo,,,"1.6",1331270602079
java.vendor,sysinfo,,,"Apple Inc.",1331270602079
java.version,sysinfo,,,"1.6.0_29",1331270602079
java.vm.info,sysinfo,,,"mixed mode",1331270602079
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1331270602079
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1331270602079
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1331270602079
java.vm.specification.version,sysinfo,,,"1.0",1331270602079
java.vm.vendor,sysinfo,,,"Apple Inc.",1331270602079
java.vm.version,sysinfo,,,"20.4-b02-402",1331270602079
opened,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1331270602530
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1331270602698
